Text,ASR Text,Matched Text,VAC_WER,ASR_WER,Duration,Path
"Երբեմն ձանձրանում, երբեմն զայրանում, բայց շատ հաճախ զվարճանում էի այդ հիմարների վրա։","Երբեմն ձանձրանումումմ, երբեմն զայրանումում, բայց շատ հաճախ զվարճանում է թիմարների վրա։","Երբեմն ձանձրանում, երբեմն զայրանում, բայց շատ հաճախ զվարճանում էի այդ հիմարների վրա։",0.0,0.417,6.768,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382865.wav
Ընտանիքի ութ երեխաներից վեցերորդն էր։,Ընտանիքի ութ երեխաներից վեցերորդն էր։,Ընտանիքի ութ երեխաներից վեցերորդն էր։,0.0,0.0,4.716,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382867.wav
Անտառներն առաջին կարգի են։,Անտառներն առաջին կարգի են։,Անտառներն առաջին կարգի են։,0.0,0.0,3.96,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382869.wav
Կրթական համալիրն ունի իր սեփական կառավարող մարմինները։,Կրթական համալիրն ունի սեփական կառավարող մարմինները։,Կրթական համալիրն ունի իր սեփական կառավարող մարմինները։,0.0,0.143,5.544,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382871.wav
Այնուհետև աշխատել է բազմաթիվ պարբերականների խմբագրություններում։,Այնուհետև աշխատել է բազմաթիվ պարբերականների խմբագրություններում։,Այնուհետև աշխատել է բազմաթիվ պարբերականների խմբագրություններում։,0.0,0.167,5.508,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39382873.wav
Վազքի նպատակը ուռուցքաբանական հիվանդությունների հետազոտությունների համար գումար հավաքելն էր։,Վազքի նպատակը ուռուցքաբանական հիվանդությունների հետազոտությունների համար գումար հավաքելն էր։,Վազքի նպատակը ուռուցքաբանական հիվանդությունների հետազոտությունների համար գումար հավաքելն էր։,0.0,0.0,8.64,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40035537.wav
Մասնակցել է առաջին և երկրորդ համաշխարհային պատերազմերին։,Մասնակցել է առաջին և երկրորդ համաշխարհային պատերազմներին։,Մասնակցել է առաջին և երկրորդ համաշխարհային պատերազմերին։,0.0,0.286,5.22,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40035538.wav
Սա լուսաբացին նախորդող պահերից մեկն է։,Սա լուսաբացին նախորդող բահերից մեկն է։,Սա լուսաբացին նախորդող պահերից մեկն է։,0.0,0.167,4.86,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40035549.wav
Հովվուհին խնդրում է հեռանալ այդտեղից և դուրս գալ մեծ աշխարհ։,Հովուհին խնդրում է հեռանալ այդտեղից և դուրս գալ մեծ աշխարհ։,Հովվուհին խնդրում է հեռանալ այդտեղից և դուրս գալ մեծ աշխարհ։,0.0,0.2,5.76,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40035550.wav
"Զարգացած են արդյունաբերության էլեկտրոնային, քիմիական, ճշգրիտ մեքենաշինության, սննդի և այլ ճյուղեր։","Զարգացած են արդյունաբերության էլեկտրոնային, քիմիական, ճշգրիտ մեքենաշինության, սննդի և այլ ճյուղեր։","Զարգացած են արդյունաբերության էլեկտրոնային, քիմիական, ճշգրիտ մեքենաշինության, սննդի և այլ ճյուղեր։",0.0,0.091,9.0,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40035551.wav
Հիվանդախնամների և տաճարականների դրությունը ավելի բարդ էր։,Հիվանդախնամների և տաճարականների դրությունը ավելի բարդ էր։,Հիվանդախնամների և տաճարականների դրությունը ավելի բարդ էր։,0.0,0.143,6.48,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40035552.wav
Սակայն ռասիստական տրամադրությունների աճի պայմաններում տերմինի նշանակությունը էական փոփոխությունների է ենթարկվել։,Սակայն ռասիստական տրամադրությունների աճի պայմաններում տերմինի նշանակությունը էական փոփոխությունների է ենթարկվել։,Սակայն ռասիստական տրամադրությունների աճի պայմաններում տերմինի նշանակությունը էական փոփոխությունների է ենթարկվել։,0.0,0.0,9.684,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40035553.wav
Վերջինները թաքնվում են արտաքին աշխարհից և չեն շփվիմ օտարների հետ։,Վերջիններս թաքնվում են արտաքին աշխարհից և չեն շփվում օտարների հետ։,Վերջինները թաքնվում են արտաքին աշխարհից և չեն շփվիմ օտարների հետ։,0.0,0.3,7.272,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40035556.wav
Դժբախտ պատահարի առեղծվածային հանգամանքների շուրջ սպանության մասին խոսակցություններ էին պտտվում։,Դժբախտ պատահարի առեղծվածային հանգամանքների շուրջ սպանության մասին խոսակցություններ էին պտտվում։,Դժբախտ պատահարի առեղծվածային հանգամանքների շուրջ սպանության մասին խոսակցություններ էին պտտվում։,0.0,0.0,8.244,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40035557.wav
"Եղել է հրեական ապահով ընտանիքի չորրորդ երեխան, ընդ որում միակ տղան։",Եղել է հրեական ապահով ընտանիքի չորրորդ երեխան՝ ընդ որում՝ միակ տղան։,"Եղել է հրեական ապահով ընտանիքի չորրորդ երեխան, ընդ որում միակ տղան։",0.0,0.182,6.912,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40035559.wav
Աղջիկը ծնվել է պաթոլոգիայով՝ ծնկների հոդերի ռեկուրվացիայով։,"Աղջիկը ծնվել է պաթոլոգիայով, ծնկների, հոդերի, ռեկուրվացիայով։",Աղջիկը ծնվել է պաթոլոգիայով՝ ծնկների հոդերի ռեկուրվացիայով։,0.0,0.429,7.02,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40035567.wav
Դեռևս հնուց պարերը հաճախ միավորվել են որոշակի սյուժեով պարային ներկայացման մեջ։,Դեռևս հնուց պարերը հաճախ միավորվել են որոշակի սյուժայով պարային ներկայացման մեջ։,Դեռևս հնուց պարերը հաճախ միավորվել են որոշակի սյուժեով պարային ներկայացման մեջ։,0.0,0.182,8.064,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40035570.wav
Խաչքարին վերի կամարի կեդրոնէն կախուած զանգը կը ղօղանջէ ի նշան փոխհատուցման։,Խաչքարին վերրի կամարի կեդրոնէն կախուած զանգը կը ողանջէ ի նշան փոխհատուցման։,Խաչքարին վերի կամարի կեդրոնէն կախուած զանգը կը ղօղանջէ ի նշան փոխհատուցման։,0.0,0.182,6.732,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40035583.wav
Կան շնաձկներ և թռչող ձկներ։,Կան շնաձկներ և թռչող ձկներ։,Կան շնաձկներ և թռչող ձկներ։,0.0,0.2,3.852,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40035585.wav
Այսպես ձևավորվում է իմանիժիստների խումբը։,Այսպես ձևավորվում է իմանիժիստների խումբը։,Այսպես ձևավորվում է իմանիժիստների խումբը։,0.0,0.2,5.292,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40035592.wav
Այդ հայտնագործությունը գրավեց ժամանակաշրջանի գիտնականների ուշադրությունը։,Այդ հայտնագործությունը գրավեց ժամանակաշրջանի գիտնականների ուշադրությունը։,Այդ հայտնագործությունը գրավեց ժամանակաշրջանի գիտնականների ուշադրությունը։,0.0,0.0,6.12,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40035593.wav
"Գրական, մանկավարժական բեղմնաւոր գործունէութիւն ծաւալած է, թողած գրական հարուստ ժառանգութիւն։",Գրական մանկավարժական բեղմնաւոր գործունէութիւն ծաւալած է թողած գրական հարուստ ժառանգութիւն։,"Գրական, մանկավարժական բեղմնաւոր գործունէութիւն ծաւալած է, թողած գրական հարուստ ժառանգութիւն։",0.0,0.2,8.82,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40035596.wav
Այն խորհրդանշում է արցախյան հողի և ժողովրդի արմատների միջև արյունակցական կապը։,Այն խորհրդանշում է րցախյան հողի և ժողովրդի արմատների միջև հարյունակցական կապը։,Այն խորհրդանշում է արցախյան հողի և ժողովրդի արմատների միջև արյունակցական կապը։,0.0,0.364,8.1,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40035621.wav
Ան այժմ կը գործածէ մօր մականունը։,Ան այժմ կը գործածէ մօր մականունը։,Ան այժմ կը գործածէ մօր մականունը։,0.0,0.0,4.104,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40035636.wav
Միհրդատյան պատերազմները վերածվել են հռոմահայկական պատերազմի։,Միհրդացյան պատերազմները վերածվել են հռոմահայկական պատերազմի։,Միհրդատյան պատերազմները վերածվել են հռոմահայկական պատերազմի։,0.0,0.167,6.192,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40035647.wav
Այս հատկության շնորհիվ լայնորեն օգտագործվում է հակաէրոզիոն հողապաշտպան տնկարկներ ստեղծելուն։,Այս հատկության շնորհիվ լայնորեն օգտագործվում է հակաէրոզիոն հողապաշտպան տնկարկներ ստեղծելուն։,Այս հատկության շնորհիվ լայնորեն օգտագործվում է հակաէրոզիոն հողապաշտպան տնկարկներ ստեղծելուն։,0.0,0.0,8.784,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40035649.wav
"Պտուղները բարձրորակ են, օգտագործվում են թարմ և վերամշակված վիճակում։","Պտուղները բարձուրակ են, օգտագործվում են թարմ և վերամշակված վիճակում։","Պտուղները բարձրորակ են, օգտագործվում են թարմ և վերամշակված վիճակում։",0.0,0.222,6.372,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40035660.wav
